author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
;;https://dolgoprudny.cian.ru/sale/flat/297092716/;Долгопрудный;sale;flat;15;23;2;41.1;9062798;;;;Хлебниково;Бригантина ЖК
ГОРОДА;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/305463933/;Долгопрудный;sale;flat;10;17;2;70.6;13700000;;Новый бульвар;15;Долгопрудная;
ИНКОМ-Недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308635343/;Долгопрудный;sale;flat;11;17;3;79.2;11950000;;Новое шоссе;10;Хлебниково;Хлебниково
;;https://dolgoprudny.cian.ru/sale/flat/297092707/;Долгопрудный;sale;flat;17;23;2;57.3;11943571;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306365245/;Долгопрудный;sale;flat;17;19;3;86.9;16500000;;проспект Ракетостроителей;7к1;Долгопрудная;
Вячеслав Чекалин;realtor;https://dolgoprudny.cian.ru/sale/flat/302399780/;Долгопрудный;sale;flat;8;26;1;39.6;7400000;;Старое Дмитровское шоссе;11;Водники;Московские водники
;;https://dolgoprudny.cian.ru/sale/flat/306627925/;Долгопрудный;sale;flat;13;23;1;34.5;8780785;;;;Хлебниково;Бригантина ЖК
Павел Кулагин;realtor;https://dolgoprudny.cian.ru/sale/flat/308855190/;Долгопрудный;sale;flat;1;5;2;40.0;6400000;; Железнякова;7;Водники;
ID 89919508;unknown;https://dolgoprudny.cian.ru/sale/flat/303906099/;Долгопрудный;sale;flat;4;23;1;30.0;5900000;;Парковая ;52к1;Водники;Бригантина
;;https://dolgoprudny.cian.ru/sale/flat/303600346/;Долгопрудный;sale;flat;19;23;2;34.1;7631445;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308712844/;Долгопрудный;sale;flat;3;10;1;42.2;8300000;;Дирижабельная ;15Б;Долгопрудная;
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/302243443/;Долгопрудный;sale;flat;7;9;2;38.2;6500000;;Лихачевское шоссе;1б;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/307506709/;Долгопрудный;sale;flat;7;23;2;47.2;9579367;;;;Водники;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307153381/;Долгопрудный;sale;flat;10;19;1;46.0;8800000;;проспект Ракетостроителей;1к1;Долгопрудная;
ID 69265912;homeowner;https://dolgoprudny.cian.ru/sale/flat/307775344/;Долгопрудный;sale;flat;1;2;2;45.0;4800000;; 25-го съезда;12;Шереметьевская;
;;https://dolgoprudny.cian.ru/sale/flat/299394744/;Долгопрудный;sale;flat;10;23;1;42.0;9169139;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308703388/;Долгопрудный;sale;flat;10;17;1;42.3;8850000;;проспект Ракетостроителей;5;Долгопрудная;
Самолет Плюс МСК-Север;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307397777/;Долгопрудный;sale;flat;18;19;3;68.0;14650000;;проспект Ракетостроителей;5к1;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/296045614/;Долгопрудный;sale;flat;2;23;1;29.2;6566962;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308703396/;Долгопрудный;sale;flat;5;5;1;28.9;6450000;;Московское шоссе;49к1;Водники;
Дмирий Дмитриев;realtor;https://dolgoprudny.cian.ru/sale/flat/308685916/;Долгопрудный;sale;flat;4;5;1;32.0;6000000;;Московское шоссе;45;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/283774236/;Долгопрудный;sale;flat;2;23;2;45.7;9776327;;;;Водники;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307673422/;Долгопрудный;sale;flat;15;17;2;61.8;12750000;;Новый бульвар;15;Долгопрудная;
Елена Васильева;realtor;https://dolgoprudny.cian.ru/sale/flat/306098285/;Долгопрудный;sale;flat;3;5;2;45.0;6900000;;Московское шоссе;45;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/307869466/;Долгопрудный;sale;flat;10;23;1;32.6;8225645;;;;Хлебниково;Бригантина ЖК
Марина Татаринцева;realtor;https://dolgoprudny.cian.ru/sale/flat/307887846/;Долгопрудный;sale;flat;5;9;1;32.4;6900000;; Академика Лаврентьева;25;Долгопрудная;
МИЭЛЬ;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306375323/;Долгопрудный;sale;flat;7;19;2;61.7;9700000;;Новое шоссе;10к1;Хлебниково;
;;https://dolgoprudny.cian.ru/sale/flat/308715954/;Долгопрудный;sale;flat;2;23;1;35.6;8748268;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307270308/;Долгопрудный;sale;flat;1;5;3;41.4;6300000;;Московское шоссе;39;Долгопрудная;
Татьяна Свиридова;realtor;https://dolgoprudny.cian.ru/sale/flat/286565916/;Долгопрудный;sale;flat;12;20;2;40.0;8300000;;Гранитная ;6;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/306627931/;Долгопрудный;sale;flat;23;23;1;33.6;8625424;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307446855/;Долгопрудный;sale;flat;2;9;2;43.8;8000000;; Циолковского;34;Долгопрудная;
Доступная Недвижимость Офис Сретенский;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/305265769/;Долгопрудный;sale;flat;2;5;2;38.5;6700000;;Московское шоссе;37;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/294460545/;Долгопрудный;sale;flat;2;23;3;86.5;18029998;;;;Хлебниково;Бригантина ЖК
Николай Ларионов;realtor;https://dolgoprudny.cian.ru/sale/flat/307685496/;Долгопрудный;sale;flat;7;10;2;69.6;17800000;;проспект Пацаева;7к4;Водники;
ID 13478206;realtor;https://dolgoprudny.cian.ru/sale/flat/302780059/;Долгопрудный;sale;flat;5;5;2;41.0;6550000;;Дирижабельная ;8;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/306627853/;Долгопрудный;sale;flat;22;23;3;88.1;21262896;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308070242/;Долгопрудный;sale;flat;7;10;3;77.0;16500000;;Центральная ;5;Долгопрудная;
ИНКОМ-Недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/304796958/;Долгопрудный;sale;flat;12;17;2;62.5;8900000;;Новое шоссе;12;Хлебниково;Хлебниково
;;https://dolgoprudny.cian.ru/sale/flat/292583752/;Долгопрудный;sale;flat;2;23;2;42.2;8842402;;;;Водники;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308906370/;Долгопрудный;sale;flat;1;17;1;40.5;7800000;;Новый бульвар;23;Долгопрудная;
Ольга Викулова;realtor;https://dolgoprudny.cian.ru/sale/flat/308619317/;Долгопрудный;sale;flat;1;5;1;31.0;5550000;;Московское шоссе;47;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/300756627/;Долгопрудный;sale;flat;2;23;3;52.1;10402361;;;;Хлебниково;Бригантина ЖК
Марина Татаринцева;realtor;https://dolgoprudny.cian.ru/sale/flat/307004021/;Долгопрудный;sale;flat;2;9;2;42.1;8000000;; Академика Лаврентьева;23;Долгопрудная;
Городской Центр Недвижимости;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307917525/;Долгопрудный;sale;flat;3;9;2;49.5;8600000;мкр. Гранитный;Молодежная ;20;;
;;https://dolgoprudny.cian.ru/sale/flat/296045608/;Долгопрудный;sale;flat;4;23;1;28.1;6442849;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308906368/;Долгопрудный;sale;flat;3;5;3;55.5;8200000;;Нагорная ;8;Долгопрудная;
ГОРОБМЕН;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308906938/;Долгопрудный;sale;flat;9;13;2;73.1;18000000;;проспект Пацаева;7к10;Водники;
;;https://dolgoprudny.cian.ru/sale/flat/299389482/;Долгопрудный;sale;flat;5;23;2;60.0;12769592;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308951507/;Долгопрудный;sale;flat;5;5;1;30.3;6500000;; Железнякова;2;Водники;
ИНКОМ-Недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308289168/;Долгопрудный;sale;flat;6;18;2;59.91;13000000;;Набережная ;31;Водники;Московские водники
;;https://dolgoprudny.cian.ru/sale/flat/296045610/;Долгопрудный;sale;flat;3;23;1;30.7;6803177;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308566251/;Долгопрудный;sale;flat;3;5;3;62.0;9800000;;Заводская ;5;Водники;
Алексей Паршков;realtor;https://dolgoprudny.cian.ru/sale/flat/305321604/;Долгопрудный;sale;flat;15;16;4;125.8;24500000;;Лихачевское шоссе;1к4;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/306627882/;Долгопрудный;sale;flat;21;23;3;70.1;16918643;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308703383/;Долгопрудный;sale;flat;3;3;1;34.3;6650000;;Нагорная ;7/11;Долгопрудная;
ИНКОМ-Недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306017108/;Долгопрудный;sale;flat;2;2;2;37.0;4800000;; 25-го съезда;14;Шереметьевская;
;;https://dolgoprudny.cian.ru/sale/flat/306627862/;Долгопрудный;sale;flat;2;23;3;71.0;16356960;;;;Хлебниково;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308109678/;Долгопрудный;sale;flat;6;18;2;67.7;14000000;;Набережная ;23к1;Водники;Московские водники
Аида Кудякова;realtor;https://dolgoprudny.cian.ru/sale/flat/308590841/;Долгопрудный;sale;flat;7;9;2;44.5;8750000;; Академика Лаврентьева;21;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/294460580/;Долгопрудный;sale;flat;7;23;2;40.2;8776196;;;;Хлебниково;Бригантина ЖК
Метриум Премиум - отдел вторичной недвижимости;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307592709/;Долгопрудный;sale;flat;6;16;3;92.0;23500000;;Набережная ;29к1;Водники;Московские водники
Евгений Подгорнов;realtor;https://dolgoprudny.cian.ru/sale/flat/306393567/;Долгопрудный;sale;flat;6;19;1;44.6;8800000;;проспект Ракетостроителей;9к1;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/306627884/;Долгопрудный;sale;flat;2;23;1;36.8;9043171;;;;Хлебниково;Бригантина ЖК
Марьяна Кунижева;realtor;https://dolgoprudny.cian.ru/sale/flat/308190561/;Долгопрудный;sale;flat;2;5;-1;45.5;3700000;;Театральная ;15/22;Водники;
Ольга Королева;realtor;https://dolgoprudny.cian.ru/sale/flat/308584137/;Долгопрудный;sale;flat;5;5;1;19.8;4800000;; Железнякова;12;Водники;
Мария Данилова;realtor;https://dolgoprudny.cian.ru/sale/flat/302780758/;Долгопрудный;sale;flat;1;9;-1;23.0;4900000;;Речная ;24;Водники;
Этажи Москва;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/305928456/;Долгопрудный;sale;flat;4;5;1;30.6;5400000;; Нефтяников;14;Шереметьевская;
Этажи Москва;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308308995/;Долгопрудный;sale;flat;4;5;1;30.6;5400000;; Нефтяников;14;Шереметьевская;
Майя Джомидава;realtor;https://dolgoprudny.cian.ru/sale/flat/303962286/;Долгопрудный;sale;flat;1;5;1;30.2;5600000;; Железнякова;2а;Водники;
РиэлтиГлобал;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/304367393/;Долгопрудный;sale;flat;1;2;1;31.7;5600000;; Павлова;10;Долгопрудная;
Дмитрий Некипелов;realtor;https://dolgoprudny.cian.ru/sale/flat/307812116/;Долгопрудный;sale;flat;1;5;1;32.0;5700000;;Дирижабельная ;28к1;Водники;
Самолет Плюс Коломенское;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307086834/;Долгопрудный;sale;flat;1;16;1;36.4;5850000;;Якорная ;1;Водники;
Марьяна Кунижева;realtor;https://dolgoprudny.cian.ru/sale/flat/308297002/;Долгопрудный;sale;flat;1;3;1;31.0;5990000;мкр. Старый город;Октябрьская ;29а;;
Елена Алексеева;realtor;https://dolgoprudny.cian.ru/sale/flat/303625567/;Долгопрудный;sale;flat;1;5;2;30.0;5990000;;Нагорная ;6;Долгопрудная;
Игорь Смирнов;realtor;https://dolgoprudny.cian.ru/sale/flat/308437368/;Долгопрудный;sale;flat;1;2;1;31.5;6000000;;Заводская ;8;Водники;
Виктор Петров;realtor;https://dolgoprudny.cian.ru/sale/flat/307716636/;Долгопрудный;sale;flat;2;4;1;33.5;6100000;;Центральная ;2;Долгопрудная;
Градомиръ;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306279271/;Долгопрудный;sale;flat;12;17;1;34.0;6200000;;;к2;Шереметьевская;Бригантина ЖК
ID 72329732;realtor;https://dolgoprudny.cian.ru/sale/flat/308186227/;Долгопрудный;sale;flat;3;5;1;30.7;6200000;;Дирижабельная ;22/15;Долгопрудная;
ГАРАНТИЯ;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307000653/;Долгопрудный;sale;flat;7;9;-1;59.4;6300000;;Лихачевское шоссе;13к2;Долгопрудная;
Андрей Слободский;realtor;https://dolgoprudny.cian.ru/sale/flat/308044951/;Долгопрудный;sale;flat;21;24;1;32.0;6300000;;Парковая ;52;Водники;Бригантина
Светлана Новикова;realtor;https://dolgoprudny.cian.ru/sale/flat/308200532/;Долгопрудный;sale;flat;3;5;1;33.0;6300000;;Лихачевское шоссе;8к3;Долгопрудная;
Владис;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307850655/;Долгопрудный;sale;flat;1;5;3;41.4;6300000;;Московское шоссе;39;Долгопрудная;
Александра Тимофеева;realtor;https://dolgoprudny.cian.ru/sale/flat/305831969/;Долгопрудный;sale;flat;1;9;1;36.0;6400000;; Академика Лаврентьева;1;Водники;
Иван Усачев;realtor;https://dolgoprudny.cian.ru/sale/flat/299450147/;Долгопрудный;sale;flat;1;5;2;42.0;6499000;;Лихачевское шоссе;29;Долгопрудная;
ID 19770;realtor;https://dolgoprudny.cian.ru/sale/flat/307959144/;Долгопрудный;sale;flat;3;5;1;34.0;6500000;;Советская ;8/8;Долгопрудная;
Магазин квартир;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306576437/;Долгопрудный;sale;flat;5;5;2;43.0;6500000;;Лихачевское шоссе;11;Долгопрудная;
Татьяна Галанина;realtor;https://dolgoprudny.cian.ru/sale/flat/298262302/;Долгопрудный;sale;flat;1;9;1;33.0;6500000;; Академика Лаврентьева;23;Долгопрудная;
ID 81034704;homeowner;https://dolgoprudny.cian.ru/sale/flat/307779275/;Долгопрудный;sale;flat;9;9;3;57.8;12400000;; Академика Лаврентьева;29;Долгопрудная;
Владис;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306505296/;Долгопрудный;sale;flat;5;9;2;43.8;8050000;;Лихачевское шоссе;20к1;Водники;
;;https://dolgoprudny.cian.ru/sale/flat/306860705/;Долгопрудный;sale;flat;5;23;1;32.2;6994278;;;;Хлебниково;Бригантина ЖК
ID 118798078;homeowner;https://dolgoprudny.cian.ru/sale/flat/308847731/;Долгопрудный;sale;flat;17;22;3;77.0;15900000;;Лихачевский проспект;74к1;Долгопрудная;
Наталья Козлова;realtor;https://dolgoprudny.cian.ru/sale/flat/303941929/;Долгопрудный;sale;flat;3;5;2;45.7;6700000;;Нагорная ;4;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/294460553/;Долгопрудный;sale;flat;2;23;1;42.6;9019735;;;;Хлебниково;Бригантина ЖК
Октава-Недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/293992354/;Долгопрудный;sale;flat;8;23;2;50.5;10850000;;Старое Дмитровское шоссе;11;Водники;Московские водники
АЛЬЯНС;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307741827/;Долгопрудный;sale;flat;2;9;2;45.0;8900000;мкр. Гранитный;Молодежная ;20;;
;;https://dolgoprudny.cian.ru/sale/flat/292583754/;Долгопрудный;sale;flat;3;23;2;44.7;9611396;;;;Водники;Бригантина ЖК
Место;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308872073/;Долгопрудный;sale;flat;6;23;1;34.0;7300000;;Парковая ;48;Долгопрудная;Бригантина
Екатерина Попова;realtor;https://dolgoprudny.cian.ru/sale/flat/301060202/;Долгопрудный;sale;flat;2;10;2;67.6;11950000;;Центральная ;5;Долгопрудная;
;;https://dolgoprudny.cian.ru/sale/flat/302672316/;Долгопрудный;sale;flat;16;23;3;85.4;18550179;;;;Хлебниково;Бригантина ЖК
Елена Васильева;realtor;https://dolgoprudny.cian.ru/sale/flat/307103238/;Долгопрудный;sale;flat;2;5;2;42.0;6850000;;Советская ;8/8;Долгопрудная;
Екатерина Попова;realtor;https://dolgoprudny.cian.ru/sale/flat/308117214/;Долгопрудный;sale;flat;6;17;3;83.9;19000000;;Набережная ;31;Водники;Московские водники
Сергей Пчельников;realtor;https://dolgoprudny.cian.ru/sale/flat/305244870/;Долгопрудный;sale;flat;13;17;2;60.7;12900000;;Спортивная ;11Б;Долгопрудная;
Елена Стометова;realtor;https://dolgoprudny.cian.ru/sale/flat/302920553/;Долгопрудный;sale;flat;15;24;1;39.6;7999999;;Старое Дмитровское шоссе;11;Водники;Московские водники
Макромир;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308515689/;Долгопрудный;sale;flat;4;9;3;57.5;11500000;; Академика Лаврентьева;21;Долгопрудная;
ID 25406066;unknown;https://dolgoprudny.cian.ru/sale/flat/301996044/;Долгопрудный;sale;flat;6;9;2;50.5;8199000;;Лихачевское шоссе;10;Долгопрудная;
Простор-недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/300507425/;Долгопрудный;sale;flat;9;9;2;57.0;10200000;;Спортивная ;13;Долгопрудная;
ПАРТНЕР-ХАУС;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307056687/;Долгопрудный;sale;flat;10;23;2;65.22;17000000;;бульвар Имени Умберто Нобиле;1;Долгопрудная;
ID 88057659;homeowner;https://dolgoprudny.cian.ru/sale/flat/308495920/;Долгопрудный;sale;flat;13;23;1;30.3;8300000;;Парковая ;48;Долгопрудная;Бригантина
ID 72329732;realtor;https://dolgoprudny.cian.ru/sale/flat/299289712/;Долгопрудный;sale;flat;5;5;2;54.1;7900000;;Восточная ;33;Долгопрудная;
Светлана Романова;realtor;https://dolgoprudny.cian.ru/sale/flat/304123875/;Долгопрудный;sale;flat;2;9;2;44.2;7990000;; Академика Лаврентьева;29;Долгопрудная;
Жилцентр;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306617947/;Долгопрудный;sale;flat;1;5;2;44.6;7300000;;Нагорная ;10;Долгопрудная;
WHITE BROKER;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308563083/;Долгопрудный;sale;flat;1;3;1;30.6;7400000;;Центральная ;8;Долгопрудная;
Мария Каменная;realtor;https://dolgoprudny.cian.ru/sale/flat/307857458/;Долгопрудный;sale;flat;14;23;1;36.5;7500000;;Парковая ;44;Хлебниково;Бригантина
Владис;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/303743340/;Долгопрудный;sale;flat;5;9;1;33.0;7500000;;Дирижабельная ;17;Долгопрудная;
ИНВЕСТ НЕДВИЖИМОСТЬ;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/302505335/;Долгопрудный;sale;flat;4;5;2;47.5;7500000;;Театральная ;11;Водники;
Мария Данилова;realtor;https://dolgoprudny.cian.ru/sale/flat/287679514/;Долгопрудный;sale;flat;10;24;1;35.5;7550000;;Парковая ;46к1;Водники;Бригантина
Валерий Петров;realtor;https://dolgoprudny.cian.ru/sale/flat/295073194/;Долгопрудный;sale;flat;3;9;1;37.0;7500000;; Академика Лаврентьева;5;Водники;
Юлия Чмышкова;realtor;https://dolgoprudny.cian.ru/sale/flat/308854076/;Долгопрудный;sale;flat;9;9;1;32.8;7500000;;Дирижабельная ;13;Долгопрудная;
Наталья Твердохлебова;realtor;https://dolgoprudny.cian.ru/sale/flat/303712456/;Долгопрудный;sale;flat;1;5;2;43.3;7500000;;Якорная ;3;Водники;
Александр Филатов;realtor;https://dolgoprudny.cian.ru/sale/flat/304027566/;Долгопрудный;sale;flat;2;9;1;32.7;7500000;;Дирижабельная ;13;Долгопрудная;
ЭР-АЛЬЯНС-ГРУПП;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/300504806/;Долгопрудный;sale;flat;21;23;1;34.3;7500000;;Парковая ;44к1;Водники;Бригантина
ОЛИМП-НЕДВИЖИМОСТЬ;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/303934473/;Долгопрудный;sale;flat;5;5;2;41.1;7600000;;Лихачевское шоссе;8к3;Долгопрудная;
НДВ;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/303577574/;Долгопрудный;sale;flat;4;5;2;44.7;7600000;;Нагорная ;10;Долгопрудная;
ОЛИМП-НЕДВИЖИМОСТЬ;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/302755601/;Долгопрудный;sale;flat;2;5;2;40.9;7600000;;Московское шоссе;43к3;Долгопрудная;
ИНКОМ-Недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307822758/;Долгопрудный;sale;flat;9;19;1;47.2;7700000;;Новое шоссе;10к1;Хлебниково;
Елена Алексеева;realtor;https://dolgoprudny.cian.ru/sale/flat/292177632/;Долгопрудный;sale;flat;6;9;2;46.9;7700000;;Лихачевское шоссе;21;Водники;
Простор-недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308898599/;Долгопрудный;sale;flat;2;5;3;51.4;7700000;;Станционная ;14;Хлебниково;
Ордер;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306199312/;Долгопрудный;sale;flat;7;23;1;39.6;7800000;;Парковая ;48;Долгопрудная;Бригантина
ИНКОМ-Недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306272134/;Долгопрудный;sale;flat;3;9;1;37.1;7850000;;Молодежная ;14/1;Долгопрудная;
Равиля Минуллина;realtor;https://dolgoprudny.cian.ru/sale/flat/303828859/;Долгопрудный;sale;flat;5;5;2;47.0;7990000;; Железнякова;2а;Водники;
Комета Эстейт;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308567103/;Долгопрудный;sale;flat;2;9;2;43.8;7999999;; Циолковского;34;Долгопрудная;
ИНФИНИТИ;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307337710/;Долгопрудный;sale;flat;2;17;1;38.0;7990000;;Набережная ;29к1;Водники;Московские водники
Татьяна Шотова;realtor;https://dolgoprudny.cian.ru/sale/flat/295016242/;Долгопрудный;sale;flat;3;5;2;44.2;7900000;;Московское шоссе;45;Долгопрудная;
Est-a-Tet – Вторичная недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306458973/;Долгопрудный;sale;flat;14;24;1;31.0;7900000;;Парковая ;44;Хлебниково;Бригантина
ЕГСН Продажа;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/302999597/;Долгопрудный;sale;flat;3;9;3;70.9;12100000;;Молодежная ;8;Долгопрудная;
