author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Алексей Паршков;realtor;https://dolgoprudny.cian.ru/sale/flat/307716111/;Долгопрудный;sale;flat;17;23;1;34.0;6800000;;Парковая ;44к1;Водники;Бригантина
ID 121647376;homeowner;https://dolgoprudny.cian.ru/sale/flat/307205149/;Долгопрудный;sale;flat;1;5;3;41.4;6300000;;Московское шоссе;39;Долгопрудная;
Наталья Раздина;realtor;https://dolgoprudny.cian.ru/sale/flat/303070981/;Долгопрудный;sale;flat;2;17;1;41.0;9500000;;Новый бульвар;23;Долгопрудная;
ID 17403971;unknown;https://dolgoprudny.cian.ru/sale/flat/307332538/;Долгопрудный;sale;flat;7;18;1;43.0;8500000;;проспект Ракетостроителей;5;Долгопрудная;
ОГРК;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/299926932/;Долгопрудный;sale;flat;2;23;3;74.0;14799999;;Старое Дмитровское шоссе;11;Водники;Московские водники
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307868382/;Долгопрудный;sale;flat;12;16;1;35.0;7850000;;проспект Пацаева;15;Водники;
EuroDoma;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/286255013/;Долгопрудный;sale;flat;5;5;2;43.0;8900000;;Первомайская ;;Долгопрудная;
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306566121/;Долгопрудный;sale;flat;2;23;1;32.4;8350000;;Парковая ;52;Водники;Бригантина
Сирануш Ходжаян;realtor;https://dolgoprudny.cian.ru/sale/flat/308717259/;Долгопрудный;sale;flat;13;24;2;52.3;10100000;;Парковая ;46к1;Водники;Бригантина
ID 87577436;homeowner;https://dolgoprudny.cian.ru/sale/flat/298520734/;Долгопрудный;sale;flat;4;5;2;44.3;7800000;;Московское шоссе;49к1;Водники;
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/305642284/;Долгопрудный;sale;flat;23;23;1;30.5;7200000;;Парковая ;48;Долгопрудная;Бригантина
Самолет плюс;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/302309896/;Долгопрудный;sale;flat;2;5;2;43.0;7100000;;Нагорная ;2;Долгопрудная;
Самолет Плюс;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308545500/;Долгопрудный;sale;flat;1;9;1;32.1;7300000;;Московское шоссе;55к2;Водники;
Сити Недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/302147078/;Долгопрудный;sale;flat;4;17;1;42.0;8400000;;Лихачевский проспект;70к4;Долгопрудная;
ИНКОМ-Недвижимость;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/303645754/;Долгопрудный;sale;flat;6;17;3;78.7;15000000;;Госпитальная ;10;Хлебниково;
Владис;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307291570/;Долгопрудный;sale;flat;23;23;1;34.0;8398000;;бульвар Имени Умберто Нобиле;1;Долгопрудная;
Ольга Харитонова;realtor;https://dolgoprudny.cian.ru/sale/flat/303898588/;Долгопрудный;sale;flat;2;23;1;34.0;10900000;;Парковая ;48;Долгопрудная;Бригантина
Оксана Максимова;realtor;https://dolgoprudny.cian.ru/sale/flat/307971936/;Долгопрудный;sale;flat;2;5;2;47.9;7850000;;Заводская ;5;Водники;
Анастасия Трофимова;realtor;https://dolgoprudny.cian.ru/sale/flat/298978452/;Долгопрудный;sale;flat;16;17;3;82.0;13900000;;Госпитальная ;10;Хлебниково;
Алла Шмелева;realtor;https://dolgoprudny.cian.ru/sale/flat/303948691/;Долгопрудный;sale;flat;5;10;1;45.0;10000000;;Дирижабельная ;15Б;Долгопрудная;
Этажи Москва;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308621631/;Долгопрудный;sale;flat;23;23;1;34.3;8400000;;бульвар Имени Умберто Нобиле;1;Долгопрудная;
ИНВЕСТ НЕДВИЖИМОСТЬ;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/304170426/;Долгопрудный;sale;flat;11;13;1;31.4;7200000;;Заводская ;;Водники;Бригантина
ID 119992901;homeowner;https://dolgoprudny.cian.ru/sale/flat/305548041/;Долгопрудный;sale;flat;1;5;2;50.4;8150000;;Восточная ;43;Долгопрудная;
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/298004908/;Долгопрудный;sale;flat;11;23;2;39.7;7400000;;Парковая ;44к1;Водники;Бригантина
РОСН;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308652612/;Долгопрудный;sale;flat;4;22;2;60.0;17500000;;Старое Дмитровское шоссе;11;Водники;Московские водники
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/296029136/;Долгопрудный;sale;flat;8;23;2;39.0;7650000;;Парковая ;46к1;Водники;Бригантина
ID 46805567;homeowner;https://dolgoprudny.cian.ru/sale/flat/300909320/;Долгопрудный;sale;flat;9;24;1;21.3;6300000;;Парковая ;44к1;Водники;Бригантина
МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307159626/;Долгопрудный;sale;flat;18;24;2;40.5;8700000;;Парковая ;44;Хлебниково;Бригантина
City Nova Group;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307310017/;Долгопрудный;sale;flat;3;5;2;44.6;8300000;;Ленинградская ;;Хлебниково;
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/298147148/;Долгопрудный;sale;flat;5;23;1;29.9;6000000;;Парковая ;44;Хлебниково;Бригантина
Лариса Ганжа;realtor;https://dolgoprudny.cian.ru/sale/flat/299251957/;Долгопрудный;sale;flat;8;17;3;83.0;16800000;;Госпитальная ;8;Хлебниково;
ID 122006794;homeowner;https://dolgoprudny.cian.ru/sale/flat/307573774/;Долгопрудный;sale;flat;2;2;1;39.0;6500000;; Павлова;14;Долгопрудная;
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/305139141/;Долгопрудный;sale;flat;13;23;1;24.4;6000000;;Парковая ;52;Водники;Бригантина
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307823074/;Долгопрудный;sale;flat;4;5;2;45.5;7600000;;Нагорная ;10;Долгопрудная;
МосСделка;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/298527532/;Долгопрудный;sale;flat;2;2;3;64.7;9800000;;Заводская ;14;Водники;
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/307705631/;Долгопрудный;sale;flat;7;23;1;25.9;6120000;;Парковая ;48;Долгопрудная;Бригантина
ID 1384336;homeowner;https://dolgoprudny.cian.ru/sale/flat/300790075/;Долгопрудный;sale;flat;12;16;1;35.0;7850000;;проспект Пацаева;15;Водники;
ИНВЕСТ НЕДВИЖИМОСТЬ;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/303151005/;Долгопрудный;sale;flat;5;5;3;54.9;9000000;;Южная ;1а;Хлебниково;
Самолет Плюс;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/308746456/;Долгопрудный;sale;flat;4;13;2;39.1;8300000;;;к3;Долгопрудная;Бригантина ЖК
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/304867881/;Долгопрудный;sale;flat;23;23;1;35.0;8400000;;бульвар Имени Умберто Нобиле;1;Долгопрудная;
ID 122568;unknown;https://dolgoprudny.cian.ru/sale/flat/308550511/;Долгопрудный;sale;flat;5;5;1;31.4;7800000;;Лихачевское шоссе;31;Водники;
Владимир Дмитриев;realtor;https://dolgoprudny.cian.ru/sale/flat/294092686/;Долгопрудный;sale;flat;15;17;3;83.0;15150000;;Госпитальная ;10;Хлебниково;
Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/306940352/;Долгопрудный;sale;flat;9;23;1;38.7;7740000;;Парковая ;46к1;Водники;Бригантина
Елена Шишканова;realtor;https://dolgoprudny.cian.ru/sale/flat/305555243/;Долгопрудный;sale;flat;8;9;2;47.0;7800000;;Лихачевское шоссе;13к2;Долгопрудная;
