author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306469434/;Москва;sale;flat;6;16;4;227.0;454000000;Хамовники; Усачева;13;Спортивная;Садовые кварталы
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/290411907/;Москва;sale;flat;2;4;3;219.2;589238596;Хамовники;Пречистенская набережная;5;Парк Культуры;Кленовый DOM
NEWдвижимость Москва;real_estate_agent;https://www.cian.ru/sale/flat/308901808/;Москва;sale;flat;12;14;1;27.5;7299000;;;к13;Щербинка;Остафьево ЖК
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/307586146/;Москва;sale;flat;11;14;2;53.5;11100000;;;;;Новые Ватутинки, мкр. Заречный
Эльдар Кудинов;realtor;https://www.cian.ru/sale/flat/308944363/;Москва;sale;flat;2;12;1;28.2;12800000;Раменки;Мичуринский проспект;38;Раменки;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308852454/;Москва;sale;flat;9;12;1;39.0;13500000;Теплый Стан; Академика Бакулева;6;Тропарёво;
Ташир;developer;https://www.cian.ru/sale/flat/302690311/;Москва;sale;flat;15;21;-1;37.7;;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307295985/;Москва;sale;flat;3;24;1;42.6;21500000;Даниловский;Автозаводская ;23Бк2;ЗИЛ;Парк Легенд
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/296679026/;Москва;sale;flat;28;38;1;50.0;22220000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308066198/;Москва;sale;flat;2;17;-1;92.6;23900000;Покровское-Стрешнево;1-й Тушинский проезд;19;Тушинская;
MOD Estate;real_estate_agent;https://www.cian.ru/sale/flat/303732989/;Москва;sale;flat;29;33;3;72.8;23999000;Отрадное;Сигнальный проезд;16к1;Владыкино;Сигнальный 16
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305646685/;Москва;sale;flat;27;33;2;49.5;27000000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306261351/;Москва;sale;flat;8;29;3;63.2;27900000;Очаково-Матвеевское;Аминьевское шоссе;4Дк3литБ;Аминьевская;Вестердам
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304544588/;Москва;sale;flat;10;32;2;34.0;30000000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
Константин Краснюков;realtor;https://www.cian.ru/sale/flat/307874387/;Москва;sale;flat;5;33;2;44.9;30500000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301912136/;Москва;sale;flat;30;38;2;77.69;33000000;Пресненский;Мукомольный проезд;вл8;Шелепиха;Headliner
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/297764809/;Москва;sale;flat;3;15;3;94.0;35000000;Пресненский;Зоологическая ;30С2;Баррикадная;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302644494/;Москва;sale;flat;4;4;2;80.0;36500000;Марьина роща;проезд 12-й Марьиной рощи;8С3;Марьина Роща;Лофт-квартал Studio #12
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/306372220/;Москва;sale;flat;5;23;2;89.9;36600000;Хорошево-Мневники;Шелепихинская набережная;40к2;Народное Ополчение;Sydney City
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/307257825/;Москва;sale;flat;11;12;1;61.3;38000000;Тверской;2-я Брестская ;6;Маяковская;Резиденция Тверская
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297721781/;Москва;sale;flat;9;29;4;79.5;39900000;Лефортово; Крузенштерна;10к1;Авиамоторная;Символ
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303789385/;Москва;sale;flat;17;23;3;96.0;39900000;Черемушки;Нахимовский проспект;31к3;Профсоюзная;Апарт-комплекс Нахимов
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296403571/;Москва;sale;flat;4;8;2;64.0;39900000;Тверской;Благовещенский переулок;5;Маяковская;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/266246560/;Москва;sale;flat;18;59;4;143.0;48000000;Ростокино;проспект Мира;188Бк3;Ростокино;Триколор
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307398147/;Москва;sale;flat;4;14;4;86.6;53000000;Марьина роща;1-я Ямская ;6;Марьина Роща;Премиум-квартал JAZZ
Андрей Давыдов;realtor;https://www.cian.ru/sale/flat/293266430/;Москва;sale;flat;17;32;3;84.6;67680000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Yhome;real_estate_agent;https://www.cian.ru/sale/flat/302910348/;Москва;sale;flat;11;28;3;107.0;69500000;Раменки;Винницкая ;8к2;Раменки;Настоящее
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286514413/;Москва;sale;flat;5;6;3;78.1;72069299;Тверской;1-я Тверская-Ямская ;18;Маяковская;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/306210139/;Москва;sale;flat;3;7;2;66.1;72000000;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов Театральный Дом
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304730432/;Москва;sale;flat;7;26;3;102.0;80000000;Аэропорт;Ленинградский проспект;36с40;Динамо;ВТБ Арена парк
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/308905778/;Москва;sale;flat;6;6;5;130.0;85000000;Мещанский;переулок Колокольников;6С1;Трубная;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/301480836/;Москва;sale;flat;3;7;2;70.0;90460000;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов Театральный Дом
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306985015/;Москва;sale;flat;16;20;3;90.0;94500000;Пресненский;Средний Тишинский переулок;5;Белорусская;Дом на Тишинке
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305743646/;Москва;sale;flat;13;18;4;169.0;99000000;Таганский; Талалихина;8;Пролетарская;Дом на Таганке
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/308894596/;Москва;sale;flat;7;7;3;118.0;100000000;Тверской;Новослободская ;11;Новослободская;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308293462/;Москва;sale;flat;20;23;4;160.8;109000000;Очаково-Матвеевское;Староволынская ;12к3;Матвеевская;Волынский
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/295040022/;Москва;sale;flat;4;7;2;88.4;116583780;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов Театральный Дом
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300472283/;Москва;sale;flat;3;12;2;63.8;120000000;Раменки;Мосфильмовская ;1к3;Ломоносовский проспект;Вишневый сад
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/302812231/;Москва;sale;flat;3;8;3;163.0;175000000;Хамовники;1-й Зачатьевский переулок;5;Парк Культуры;Новая Остоженка
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306363094/;Москва;sale;flat;5;5;5;306.6;180000000;Покровское-Стрешнево;Береговая ;8К1;Стрешнево;Покровский берег
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/290862844/;Москва;sale;flat;5;7;-1;138.2;197578740;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов Театральный Дом
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/302965842/;Москва;sale;flat;1;11;5;193.0;199900000;Раменки;Мосфильмовская ;1к3;Ломоносовский проспект;Вишневый сад
Метриум Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/305913232/;Москва;sale;flat;6;9;4;200.7;206000000;Замоскворечье;Большая Татарская ;7к3;Новокузнецкая;Четыре солнца
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/285464681/;Москва;sale;flat;4;5;4;184.0;211403279;Арбат;Большой Кисловский переулок;4С1;Библиотека им. Ленина;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307308553/;Москва;sale;flat;22;22;-1;350.0;215000000;Обручевский;Ленинский проспект;107к1;Новаторская;Квартал 38А
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/303252400/;Москва;sale;flat;6;10;2;96.0;260000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293085065/;Москва;sale;flat;3;6;4;277.9;576554399;Хамовники;Бутиковский переулок;5;Парк Культуры;Бутиковский 5
